song_id,title,artist,genre,prompt
109,Circles of Black and Red,Kevin Hartnell,Instrumental,"Album art evoking radiant and luminous, a steady, grounded intensity, an optimistic emotional cast, a steady, walking pace, an open instrumental canvas, hints of video game music, hints of funk. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
110,Little Peace at Christmas,Squire Tuck,Instrumental,"Album art evoking shrouded in shadow, a hushed, delicate presence, a warm, major-key brightness, urgent, driving motion, a spacious, wordless atmosphere, the grain of a real guitar, plucked string detail. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
111,Prelude 1,Rod Hamilton,Instrumental,"Album art evoking dim, low-lit tones, soft-edged and understated, an optimistic emotional cast, rapid, energetic movement, a spacious, wordless atmosphere, hints of marimba, xylophone, hints of tubular bells. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
112,Autumn Fields,Lee Rosevere,Instrumental,"Album art evoking dim, low-lit tones, a hushed, delicate presence, an optimistic emotional cast, a steady, walking pace, a spacious, wordless atmosphere, resonant piano tones, hints of keyboard (musical). Abstract, textural album art. No faces, no text, no literal band-photo imagery."
113,Running From An Evil Force,Mystified,Instrumental,"Album art evoking balanced, natural tones, a steady, grounded intensity, a somber, minor-key undertone, drifting, spacious motion, a spacious, wordless atmosphere, hints of throbbing, hints of hum. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
114,The Frequency Shift,Ars Sonor,Instrumental,"Album art evoking a dark, brooding palette, quiet and restrained, an open, uplifted mood, drifting, spacious motion, a spacious, wordless atmosphere, gentle ambient washing, hints of scary music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
115,Jeemo,Janneh,Instrumental,"Album art evoking an even, neutral palette, a hushed, delicate presence, a somber, minor-key undertone, a steady, walking pace, a spacious, wordless atmosphere, hints of rub, hints of toothbrush. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
116,Leap Second,Doctor Turtle,Instrumental,"Album art evoking muted and murky hues, a hushed, delicate presence, a warm, major-key brightness, a steady, walking pace, an open instrumental canvas, the grain of a real guitar, warm, wooden acoustic tone. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
117,First Step Inside,David Szesztay,Instrumental,"Album art evoking shrouded in shadow, quiet and restrained, a shadowed emotional cast, a slow, unhurried pace, a spacious, wordless atmosphere, the grain of a real guitar, hints of effects unit. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
118,That Old Harpoon,Gillicuddy,Instrumental,"Album art evoking muted and murky hues, soft-edged and understated, an open, uplifted mood, measured, even movement, a spacious, wordless atmosphere, the grain of a real guitar, unamplified string warmth. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
119,Saying Goodbye In The Rain (piano),Jelsonic,Instrumental,"Album art evoking muted and murky hues, a hushed, delicate presence, a warm, major-key brightness, a slow, unhurried pace, a spacious, wordless atmosphere, resonant piano tones, hints of electric piano. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
120,Step One,Fatal Injection,Instrumental,"Album art evoking balanced, natural tones, a steady, grounded intensity, a warm, major-key brightness, a steady, walking pace, an open instrumental canvas, string-driven texture, fine, articulated string texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
121,The Dragon,Albert Glasser,Instrumental,"Album art evoking a dark, brooding palette, a hushed, delicate presence, a shadowed emotional cast, measured, even movement, an open instrumental canvas, hints of theremin, hints of double bass. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
122,Alien Mayor Theme,Mystified,Instrumental,"Album art evoking neither bright nor dark, soft-edged and understated, an open, uplifted mood, measured, even movement, a spacious, wordless atmosphere, synthetic production, hints of didgeridoo. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
123,Hope,Joao Picoito,Instrumental,"Album art evoking radiant and luminous, measured and even in force, an optimistic emotional cast, a steady, walking pace, an open instrumental canvas, hints of progressive rock, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
124,Yes She Can,Marcos H. Bolanos,Instrumental,"Album art evoking dim, low-lit tones, a hushed, delicate presence, a warm, major-key brightness, a fast, propulsive pace, a spacious, wordless atmosphere, resonant piano tones, hints of electric piano. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
125,Unfinished Business,Squire Tuck,Instrumental,"Album art evoking dim, low-lit tones, a powerful, driving intensity, an edgy, minor-key tension, measured, even movement, an open instrumental canvas, fine, articulated string texture, string-driven texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
126,Emina,Gogofski,International,"Album art evoking radiant and luminous, quiet and restrained, a wistful, introspective mood, languid, floating movement, woven, global texture, hints of accordion, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
127,Snosti ti Dojdov,Niva,International,"Album art evoking a bright, sunlit palette, measured and even in force, an optimistic emotional cast, languid, floating movement, woven, global texture, hints of folk music, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
128,-Misket,"Turku, Nomads of the Silk Road",International,"Album art evoking a bright, sunlit palette, soft-edged and understated, a wistful, introspective mood, urgent, driving motion, richly patterned, cross-cultural motifs, hints of folk music, hints of traditional music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
129,Mairi's Wedding,Sláinte,International,"Album art evoking neither bright nor dark, soft-edged and understated, a warm, major-key brightness, measured, even movement, richly patterned, cross-cultural motifs, hints of bluegrass, hints of violin, fiddle. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
130,"Restaurant Concert, Song 1",Demiran Ćerimović and His Orkestar,International,"Album art evoking balanced, natural tones, soft-edged and understated, a warm, major-key brightness, rapid, energetic movement, woven, global texture, hints of trombone, bright, blaring brass. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
131,7th Sea Dub in Twilight,Ras Amerlock meets Professor Balthazar,International,"Album art evoking dim, low-lit tones, forceful and dense, an open, uplifted mood, urgent, driving motion, woven, global texture, hints of effects unit, string-driven texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
132,Au royaume de la money,Unity Vibration,International,"Album art evoking radiant and luminous, a steady, grounded intensity, a somber, minor-key undertone, drifting, spacious motion, woven, global texture, hints of reggae, hints of music of africa. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
133,Dospatsko,The Rosen Sisters,International,"Album art evoking neither bright nor dark, measured and even in force, an optimistic emotional cast, drifting, spacious motion, woven, global texture, plucked string detail, string-driven texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
134,Paris Ballade,Dana Boulé,International,"Album art evoking shrouded in shadow, soft-edged and understated, an optimistic emotional cast, urgent, driving motion, richly patterned, cross-cultural motifs, hints of accordion, hints of video game music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
135,Prodzo Selo,Zlatne Uste Balkan Brass Band,International,"Album art evoking shrouded in shadow, measured and even in force, a somber, minor-key undertone, measured, even movement, woven, global texture, bright, blaring brass, hints of trombone. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
136,Piece de Tarita,Eastern Watershed Klezmer Quartet,International,"Album art evoking an even, neutral palette, quiet and restrained, a warm, major-key brightness, a fast, propulsive pace, richly patterned, cross-cultural motifs, hints of trombone, bright, blaring brass. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
137,No lyrics,In De Nadfin,International,"Album art evoking an even, neutral palette, a powerful, driving intensity, a restless, high-voltage minor-key pulse, a fast, propulsive pace, woven, global texture, hints of fowl, hints of turkey. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
138,[interview],Zlatne Uste Balkan Brass Band,International,"Album art evoking neither bright nor dark, soft-edged and understated, a somber, minor-key undertone, a steady, walking pace, woven, global texture, hints of narration, monologue, hints of conversation. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
139,Nina Olga Vodka,Polka Madre,International,"Album art evoking an even, neutral palette, a hushed, delicate presence, an open, uplifted mood, measured, even movement, richly patterned, cross-cultural motifs, hints of ska, hints of swing music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
140,Different Feelings,StrangeZero,International,"Album art evoking crisp and shimmering light, soft-edged and understated, a somber, minor-key undertone, measured, even movement, woven, global texture, electronic, machine-made texture, hints of electronica. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
141,Digital system,Garage firm,International,"Album art evoking balanced, natural tones, a powerful, driving intensity, a driving, minor-key intensity, urgent, driving motion, richly patterned, cross-cultural motifs, hints of reggae, hints of drum machine. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
142,Chacha Dub,DuBoLoGy,International,"Album art evoking a bright, sunlit palette, a powerful, driving intensity, an optimistic emotional cast, rapid, energetic movement, woven, global texture, synthetic production, cold synthesizer tones. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
143,Ibish Aga,Black Sea Hotel,International,"Album art evoking balanced, natural tones, soft-edged and understated, an optimistic emotional cast, a slow, unhurried pace, woven, global texture, hints of a capella, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
144,Atento,La Inédita,International,"Album art evoking balanced, natural tones, measured and even in force, a warm, major-key brightness, rapid, energetic movement, woven, global texture, the pulse of real drums, kit-driven percussion. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
145,Malka Moma,Black Sea Hotel,International,"Album art evoking balanced, natural tones, bold, saturated energy, a driving, minor-key intensity, a fast, propulsive pace, woven, global texture, hints of a capella, hints of vocal music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
146,Tchakare Kanyembe track 03,Tchakare Kanyembe,International,"Album art evoking muted and murky hues, soft-edged and understated, a wistful, introspective mood, a slow, unhurried pace, richly patterned, cross-cultural motifs, hints of swing music, hints of ska. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
147,Ne Si Jo Prodavaj Chiflikot,Gogofski,International,"Album art evoking an even, neutral palette, quiet and restrained, a somber, minor-key undertone, a fast, propulsive pace, richly patterned, cross-cultural motifs, hints of accordion, hints of yodeling. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
148,The Beast Inside,303db,International,"Album art evoking sharp, glinting highlights, bold, saturated energy, a driving, minor-key intensity, urgent, driving motion, richly patterned, cross-cultural motifs, synthetic production, hints of drum and bass. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
149,Tsymbaly Solo,Koliadnyky of Kryvorivnia,International,"Album art evoking crisp and shimmering light, a steady, grounded intensity, a warm, major-key brightness, urgent, driving motion, richly patterned, cross-cultural motifs, hints of zither, hints of mandolin. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
150,Hüzzam Kanun Taksim,Ehl-i Keyif,International,"Album art evoking an even, neutral palette, soft-edged and understated, a warm, major-key brightness, a steady, walking pace, richly patterned, cross-cultural motifs, hints of mandolin, hints of zither. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
151,Beam Chaser,Phemale,Pop,"Album art evoking neither bright nor dark, bold, saturated energy, an edgy, minor-key tension, drifting, spacious motion, a bright, catchy visual hook. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
152,Spanish BEEEYYAAACHHH,Malaventura,Pop,"Album art evoking radiant and luminous, a steady, grounded intensity, a wistful, introspective mood, rapid, energetic movement, polished, vivid color blocking, kit-driven percussion, percussive textures. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
153,Jump Rope,Gingerlys,Pop,"Album art evoking balanced, natural tones, a powerful, driving intensity, an open, uplifted mood, a slow, unhurried pace, a bright, catchy visual hook, hints of psychedelic rock, hints of independent music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
154,....like bacon sundays,luc,Pop,"Album art evoking crisp and shimmering light, forceful and dense, an open, uplifted mood, rapid, energetic movement, polished, vivid color blocking, hints of flamenco, the grain of a real guitar. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
155,Back On The Train,Frozen Houses,Pop,"Album art evoking neither bright nor dark, a powerful, driving intensity, an edgy, minor-key tension, a steady, walking pace, a bright, catchy visual hook, rural, string-driven warmth, hints of bluegrass. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
156,Bad Apples,Phemale,Pop,"Album art evoking muted and murky hues, bold, saturated energy, an open, uplifted mood, urgent, driving motion, a bright, catchy visual hook, hints of rock music, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
157,wuzzah monster,Boonesboro,Pop,"Album art evoking balanced, natural tones, measured and even in force, an open, uplifted mood, a steady, walking pace, polished, vivid color blocking, hints of singing, hints of psychedelic rock. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
158,Malta,Superhumanoids,Pop,"Album art evoking a bright, sunlit palette, a powerful, driving intensity, a warm, major-key brightness, urgent, driving motion, a bright, catchy visual hook, electronic, machine-made texture, hints of techno. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
159,With the Summer,"Oh Yeah, the Future",Pop,"Album art evoking radiant and luminous, bold, saturated energy, a warm, major-key brightness, a fast, propulsive pace, a bright, catchy visual hook, hints of grunge, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
160,Whole Lot Of Louvre,Total Unicorn,Pop,"Album art evoking muted and murky hues, a powerful, driving intensity, an open, uplifted mood, languid, floating movement, polished, vivid color blocking, synthetic production, beat-driven, rhythmic drive. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
161,City Lights,Skeleton Hands,Pop,"Album art evoking neither bright nor dark, soft-edged and understated, an optimistic emotional cast, measured, even movement, a bright, catchy visual hook, hints of trance music, synthetic production. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
162,B08 Mario,Mom Jeans,Pop,"Album art evoking a bright, sunlit palette, a steady, grounded intensity, a wistful, introspective mood, a steady, walking pace, polished, vivid color blocking, hints of grunge, hints of rock and roll. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
163,Ambulance,Coco Morier,Pop,"Album art evoking neither bright nor dark, measured and even in force, an optimistic emotional cast, a steady, walking pace, polished, vivid color blocking, hints of singing, hints of jingle bell. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
164,Dites 33,Manuel Duval,Pop,"Album art evoking a dark, brooding palette, forceful and dense, an open, uplifted mood, measured, even movement, polished, vivid color blocking, synthetic production, cold synthesizer tones. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
165,nitemare,The Carnys,Pop,"Album art evoking radiant and luminous, a powerful, driving intensity, a restless, high-voltage minor-key pulse, rapid, energetic movement, a bright, catchy visual hook, hints of independent music, a full drum kit's presence. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
166,Waiting Until Then,Ready for Men,Pop,"Album art evoking sharp, glinting highlights, a steady, grounded intensity, a shadowed emotional cast, measured, even movement, polished, vivid color blocking, hints of sampler, hints of funk. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
167,Destroy She Says,ZOE.LEELA,Pop,"Album art evoking balanced, natural tones, forceful and dense, a driving, minor-key intensity, measured, even movement, polished, vivid color blocking, electronic, machine-made texture, hints of afrobeat. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
168,Harmony To My Heartbeat,Sally Seltmann,Pop,"Album art evoking neither bright nor dark, bold, saturated energy, a warm, major-key brightness, measured, even movement, polished, vivid color blocking, hints of lullaby, the ring of struck piano strings. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
169,Catfishes,Poland,Pop,"Album art evoking neither bright nor dark, bold, saturated energy, an open, uplifted mood, a steady, walking pace, a bright, catchy visual hook, hints of whack, thwack, hints of smash, crash. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
170,Island Grows,Airships,Pop,"Album art evoking sharp, glinting highlights, forceful and dense, a warm, major-key brightness, measured, even movement, polished, vivid color blocking, hints of singing, hints of vocal music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
171,B07 Ya Dumb Bitch,Mom Jeans,Pop,"Album art evoking radiant and luminous, measured and even in force, an open, uplifted mood, languid, floating movement, polished, vivid color blocking, hints of punk rock, hints of grunge. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
172,Let's Go Dutch,Soft Serve,Pop,"Album art evoking neither bright nor dark, a hushed, delicate presence, a somber, minor-key undertone, measured, even movement, a bright, catchy visual hook, hints of keyboard (musical), resonant piano tones. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
173,Refazendo,Boogarins,Pop,"Album art evoking an even, neutral palette, bold, saturated energy, an optimistic emotional cast, drifting, spacious motion, polished, vivid color blocking, hints of psychedelic rock, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
174,Alien Pops Trilogy (featuring Midas),FortyOne,Pop,"Album art evoking balanced, natural tones, bold, saturated energy, a restless, high-voltage minor-key pulse, a steady, walking pace, a bright, catchy visual hook, hints of narration, monologue, hints of heart sounds, heartbeat. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
175,Humus,Unthunk,Pop,"Album art evoking shrouded in shadow, measured and even in force, an open, uplifted mood, languid, floating movement, polished, vivid color blocking, hints of wood block, hints of cowbell. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
176,Gonzo,Jahzzar,Rock,"Album art evoking radiant and luminous, measured and even in force, a shadowed emotional cast, drifting, spacious motion, gritty, high-contrast edges, hints of progressive rock, hints of heavy metal. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
177,Beggin' Dogs,Obits,Rock,"Album art evoking muted and murky hues, forceful and dense, an edgy, minor-key tension, drifting, spacious motion, a raw, amplified texture, hints of rock music, hints of punk rock. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
178,Beautiful Day,TIGERBERRY,Rock,"Album art evoking sharp, glinting highlights, a powerful, driving intensity, an edgy, minor-key tension, a slow, unhurried pace, a raw, amplified texture, hints of grunge, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
179,Ballada Bezbożna,Metalmorphosis,Rock,"Album art evoking radiant and luminous, forceful and dense, an edgy, minor-key tension, drifting, spacious motion, gritty, high-contrast edges, hints of heavy metal, a full drum kit's presence. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
180,BlackBox Red at Vondelbunker,BlackBox Red,Rock,"Album art evoking an even, neutral palette, a steady, grounded intensity, an open, uplifted mood, a slow, unhurried pace, gritty, high-contrast edges, hints of rock and roll, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
181,La nature se déchaîne,Taulard,Rock,"Album art evoking radiant and luminous, forceful and dense, a warm, major-key brightness, languid, floating movement, gritty, high-contrast edges, the pulse of real drums, a full drum kit's presence. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
182,Slender Man,Voodoo Puppets,Rock,"Album art evoking sharp, glinting highlights, forceful and dense, an open, uplifted mood, rapid, energetic movement, a raw, amplified texture, hints of heavy metal, hints of angry music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
183,Not That Kind Of Girl,Bad Party,Rock,"Album art evoking radiant and luminous, forceful and dense, a restless, high-voltage minor-key pulse, urgent, driving motion, a raw, amplified texture, hints of techno, hints of angry music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
184,Cold Water,Old Time Relijun,Rock,"Album art evoking balanced, natural tones, forceful and dense, an open, uplifted mood, a fast, propulsive pace, gritty, high-contrast edges, hints of psychedelic rock, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
185,Tokugiri Star,Peelander-Z,Rock,"Album art evoking sharp, glinting highlights, a steady, grounded intensity, an open, uplifted mood, a steady, walking pace, a raw, amplified texture, hints of rock music, hints of punk rock. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
186,Rose of Los Angeles,Michael Gira,Rock,"Album art evoking a dark, brooding palette, a steady, grounded intensity, a shadowed emotional cast, measured, even movement, a raw, amplified texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
187,Mr. Yawning Infinity Chasm/SuperInfinity,The Sun Through A Telescope,Rock,"Album art evoking balanced, natural tones, a powerful, driving intensity, an optimistic emotional cast, languid, floating movement, gritty, high-contrast edges, diffuse, atmospheric texture, electronic, machine-made texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
188,Snowy Parts of Scandinavia,Kinski,Rock,"Album art evoking muted and murky hues, measured and even in force, an optimistic emotional cast, a fast, propulsive pace, gritty, high-contrast edges, hints of psychedelic rock, hints of progressive rock. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
189,SELF EXPLORER,North Cape Lights,Rock,"Album art evoking sharp, glinting highlights, forceful and dense, a restless, high-voltage minor-key pulse, a fast, propulsive pace, gritty, high-contrast edges, hints of angry music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
190,Zombie Spy,The Vivisectors,Rock,"Album art evoking crisp and shimmering light, forceful and dense, a driving, minor-key intensity, a fast, propulsive pace, gritty, high-contrast edges, hints of psychedelic rock, the grain of a real guitar. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
191,crucial,springtide,Rock,"Album art evoking a bright, sunlit palette, a powerful, driving intensity, a warm, major-key brightness, rapid, energetic movement, gritty, high-contrast edges, hints of grunge, hints of independent music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
192,Thanks A Million,Let Me Crazy,Rock,"Album art evoking balanced, natural tones, a steady, grounded intensity, an open, uplifted mood, a fast, propulsive pace, gritty, high-contrast edges, hints of heavy metal, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
193,Plumy Tale,Dumbo Gets Mad,Rock,"Album art evoking an even, neutral palette, forceful and dense, an edgy, minor-key tension, languid, floating movement, gritty, high-contrast edges, hints of grunge, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
194,Delusion 6,pHoaming Edison,Rock,"Album art evoking an even, neutral palette, measured and even in force, an open, uplifted mood, a steady, walking pace, a raw, amplified texture, hints of psychedelic rock, hints of progressive rock. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
195,Come On Down,Waylon Thornton,Rock,"Album art evoking neither bright nor dark, bold, saturated energy, a warm, major-key brightness, a steady, walking pace, a raw, amplified texture, hints of singing, hints of choir. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
196,Moon Pearls,Mário Gajarský,Rock,"Album art evoking a dark, brooding palette, a steady, grounded intensity, a somber, minor-key undertone, rapid, energetic movement, gritty, high-contrast edges, hints of inside, small room, string-driven texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
197,Exodus Journey,Starseed,Rock,"Album art evoking a bright, sunlit palette, a steady, grounded intensity, a wistful, introspective mood, a fast, propulsive pace, a raw, amplified texture, hints of heavy metal, hints of punk rock. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
198,Digital Stimulation,The Units,Rock,"Album art evoking a bright, sunlit palette, a powerful, driving intensity, an edgy, minor-key tension, drifting, spacious motion, gritty, high-contrast edges, kit-driven percussion, percussive textures. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
199,Il Re del Surf,I Re della Spiaggia,Rock,"Album art evoking a bright, sunlit palette, a powerful, driving intensity, a restless, high-voltage minor-key pulse, languid, floating movement, a raw, amplified texture, hints of rock and roll, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
200,Firecracker,Half Japanese,Rock,"Album art evoking sharp, glinting highlights, a steady, grounded intensity, a somber, minor-key undertone, a steady, walking pace, a raw, amplified texture, hints of swing music, hints of orchestra. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
201,Terminally in Love With You,Shy Kids,Pop,"Album art evoking an even, neutral palette, a steady, grounded intensity, an open, uplifted mood, urgent, driving motion, polished, vivid color blocking, hints of singing, hints of choir. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
202,Ave,PC-ONE,Experimental,"Album art evoking balanced, natural tones, a hushed, delicate presence, a warm, major-key brightness, drifting, spacious motion, unpredictable, fractured forms, string-driven texture, plucked string detail. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
203,Elektra (You Were Such Fun),Red Crickets,Pop,"Album art evoking balanced, natural tones, a steady, grounded intensity, a warm, major-key brightness, a slow, unhurried pace, polished, vivid color blocking, hints of independent music, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
204,Mr. Person,The Mystery Artist,Rock,"Album art evoking neither bright nor dark, a powerful, driving intensity, a driving, minor-key intensity, a slow, unhurried pace, a raw, amplified texture, hints of psychedelic rock, hints of independent music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
205,Ordinary Girl,The Pink Tiles,Rock,"Album art evoking crisp and shimmering light, a powerful, driving intensity, a warm, major-key brightness, a fast, propulsive pace, a raw, amplified texture, hints of singing, hints of grunge. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
206,Plasma,Redmann,Electronic,"Album art evoking muted and murky hues, measured and even in force, an open, uplifted mood, a fast, propulsive pace, cool, circuit-lit geometry, hints of trance music, synthetic production. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
207,Mad Honey,DubRaJah,International,"Album art evoking muted and murky hues, measured and even in force, a shadowed emotional cast, measured, even movement, woven, global texture, electronic, machine-made texture, hints of throbbing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
208,A Friendly Noose,Big Blood,Folk,"Album art evoking dim, low-lit tones, a steady, grounded intensity, an open, uplifted mood, urgent, driving motion, warm, handmade grain, hints of singing, hints of siren. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
209,300 Days In July,Pete Galub,Pop,"Album art evoking shrouded in shadow, a powerful, driving intensity, a warm, major-key brightness, a fast, propulsive pace, a bright, catchy visual hook, steel-string glide, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
210,something brewing,Coin Locker Kid,Hip-Hop,"Album art evoking balanced, natural tones, bold, saturated energy, a restless, high-voltage minor-key pulse, measured, even movement, a raw, beat-driven energy, a resonant metallic strike, the pulse of real drums. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
211,Unless,Nisi Period,Rock,"Album art evoking a dark, brooding palette, a powerful, driving intensity, a restless, high-voltage minor-key pulse, a steady, walking pace, gritty, high-contrast edges, a wide, ambient wash, electronic, machine-made texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
212,Lovedropper,Boy Friend,Rock,"Album art evoking neither bright nor dark, a steady, grounded intensity, an open, uplifted mood, rapid, energetic movement, gritty, high-contrast edges, hints of christian music, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
213,western chow yun-fat,This One,Hip-Hop,"Album art evoking muted and murky hues, bold, saturated energy, an edgy, minor-key tension, a slow, unhurried pace, bold, street-worn texture, hints of funk, hints of blues. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
214,"It's Okay, Roseanne",The Parish of Little Clifton,Pop,"Album art evoking neither bright nor dark, forceful and dense, an open, uplifted mood, a steady, walking pace, a bright, catchy visual hook, electronic, machine-made texture, hints of techno. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
215,Sillable,UncleBibby,Electronic,"Album art evoking an even, neutral palette, measured and even in force, a shadowed emotional cast, a steady, walking pace, a pulse of synthetic color, electronic, machine-made texture, hints of house music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
216,The Drop (Gung Who Version),Tickle,Hip-Hop,"Album art evoking an even, neutral palette, soft-edged and understated, a warm, major-key brightness, a slow, unhurried pace, a raw, beat-driven energy, a rapped vocal drive, beat-driven, rhythmic drive. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
217,The Beast Is A Computer In Luxemburg,Fierbinteanu,Pop,"Album art evoking neither bright nor dark, a hushed, delicate presence, an open, uplifted mood, a steady, walking pace, a bright, catchy visual hook, hints of soul music, hints of rhythm and blues. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
218,Inspiration,Abunai!,Rock,"Album art evoking crisp and shimmering light, a steady, grounded intensity, an optimistic emotional cast, rapid, energetic movement, a raw, amplified texture, a full drum kit's presence, hints of rock music. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
219,All I Am,Pete Galub,Pop,"Album art evoking neither bright nor dark, a steady, grounded intensity, an open, uplifted mood, a steady, walking pace, polished, vivid color blocking, the grain of a real guitar, fine, articulated string texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
